image_path,encoded_cat_lvl_0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Dataset\Images_train\02c63a087b298ec74042d557acf61be1.jpg,2,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0945945945945946,0.013513513513513514,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.0,0.13513513513513514,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0945945945945946,0.0,0.0,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.05405405405405406,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.06756756756756757,0.02702702702702703,0.0,0.013513513513513514,0.0,0.0,0.0,0.013513513513513514,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset\Images_train\d1e18b4a3aafb0040da2111c8b8ce2e5.jpg,3,0.0,0.011560693641618497,0.005780346820809248,0.011560693641618497,0.005780346820809248,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.005780346820809248,0.0,0.011560693641618497,0.0,0.011560693641618497,0.0,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.023121387283236993,0.023121387283236993,0.005780346820809248,0.03468208092485549,0.03468208092485549,0.0,0.023121387283236993,0.011560693641618497,0.0,0.028901734104046242,0.005780346820809248,0.017341040462427744,0.023121387283236993,0.005780346820809248,0.005780346820809248,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.005780346820809248,0.0,0.046242774566473986,0.011560693641618497,0.011560693641618497,0.0,0.0,0.0,0.023121387283236993,0.005780346820809248,0.017341040462427744,0.011560693641618497,0.011560693641618497,0.005780346820809248,0.0,0.017341040462427744,0.0,0.0,0.017341040462427744,0.017341040462427744,0.023121387283236993,0.0,0.0,0.0,0.005780346820809248,0.005780346820809248,0.005780346820809248,0.028901734104046242,0.0,0.011560693641618497,0.0,0.005780346820809248,0.028901734104046242,0.0,0.005780346820809248,0.011560693641618497,0.005780346820809248,0.0,0.0,0.0,0.05202312138728324,0.017341040462427744,0.005780346820809248,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.023121387283236993,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.0,0.005780346820809248,0.011560693641618497,0.0,0.023121387283236993,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.011560693641618497,0.0,0.011560693641618497
Dataset\Images_train\17a73d7c4b02ada2bfeed1115fed08a4.jpg,1,0.0036900369003690036,0.014760147601476014,0.007380073800738007,0.0036900369003690036,0.0,0.0036900369003690036,0.0,0.0036900369003690036,0.025830258302583026,0.0,0.007380073800738007,0.033210332103321034,0.0,0.04428044280442804,0.0,0.014760147601476014,0.02214022140221402,0.007380073800738007,0.0036900369003690036,0.0,0.0,0.014760147601476014,0.01107011070110701,0.0036900369003690036,0.0036900369003690036,0.014760147601476014,0.0,0.007380073800738007,0.01107011070110701,0.0,0.01107011070110701,0.0036900369003690036,0.0,0.025830258302583026,0.0036900369003690036,0.01107011070110701,0.0,0.01845018450184502,0.0036900369003690036,0.01845018450184502,0.0,0.0,0.0036900369003690036,0.01107011070110701,0.01845018450184502,0.0036900369003690036,0.04059040590405904,0.0,0.007380073800738007,0.0036900369003690036,0.0,0.01107011070110701,0.0,0.0036900369003690036,0.007380073800738007,0.02214022140221402,0.007380073800738007,0.007380073800738007,0.02214022140221402,0.01107011070110701,0.04797047970479705,0.0,0.0036900369003690036,0.01845018450184502,0.01107011070110701,0.007380073800738007,0.014760147601476014,0.007380073800738007,0.01845018450184502,0.0,0.0036900369003690036,0.0036900369003690036,0.01845018450184502,0.01845018450184502,0.007380073800738007,0.025830258302583026,0.0,0.01107011070110701,0.02952029520295203,0.01107011070110701,0.0036900369003690036,0.007380073800738007,0.014760147601476014,0.007380073800738007,0.01845018450184502,0.014760147601476014,0.01845018450184502,0.007380073800738007,0.01107011070110701,0.007380073800738007,0.007380073800738007,0.0,0.025830258302583026,0.007380073800738007,0.0036900369003690036,0.01107011070110701,0.01107011070110701,0.007380073800738007,0.01107011070110701,0.007380073800738007
Dataset\Images_train\059bc43e03e1824a9ab6466e32e5f137.jpg,6,0.004524886877828055,0.027149321266968326,0.0,0.01809954751131222,0.013574660633484163,0.0,0.01809954751131222,0.0,0.004524886877828055,0.00904977375565611,0.004524886877828055,0.02262443438914027,0.0,0.004524886877828055,0.01809954751131222,0.004524886877828055,0.0,0.00904977375565611,0.00904977375565611,0.0,0.013574660633484163,0.004524886877828055,0.013574660633484163,0.004524886877828055,0.00904977375565611,0.0,0.027149321266968326,0.004524886877828055,0.004524886877828055,0.01809954751131222,0.004524886877828055,0.0,0.0,0.00904977375565611,0.00904977375565611,0.004524886877828055,0.004524886877828055,0.027149321266968326,0.00904977375565611,0.004524886877828055,0.00904977375565611,0.0,0.01809954751131222,0.004524886877828055,0.0,0.0,0.0,0.004524886877828055,0.004524886877828055,0.013574660633484163,0.07239819004524888,0.004524886877828055,0.01809954751131222,0.0,0.01809954751131222,0.013574660633484163,0.00904977375565611,0.013574660633484163,0.0,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.0,0.00904977375565611,0.013574660633484163,0.004524886877828055,0.01809954751131222,0.004524886877828055,0.0,0.00904977375565611,0.013574660633484163,0.05429864253393665,0.0,0.01809954751131222,0.03167420814479638,0.013574660633484163,0.004524886877828055,0.0,0.0,0.004524886877828055,0.02262443438914027,0.004524886877828055,0.02262443438914027,0.03167420814479638,0.013574660633484163,0.013574660633484163,0.00904977375565611,0.02262443438914027,0.004524886877828055,0.013574660633484163,0.0,0.02262443438914027,0.00904977375565611,0.004524886877828055,0.004524886877828055,0.013574660633484163,0.004524886877828055,0.01809954751131222,0.004524886877828055
Dataset\Images_train\fc3eb6ffed257270c26943e9f9c347b9.jpg,4,0.0,0.017964071856287425,0.014970059880239521,0.011976047904191617,0.0029940119760479044,0.005988023952095809,0.008982035928143712,0.005988023952095809,0.005988023952095809,0.005988023952095809,0.008982035928143712,0.005988023952095809,0.0029940119760479044,0.0029940119760479044,0.0029940119760479044,0.014970059880239521,0.011976047904191617,0.008982035928143712,0.017964071856287425,0.005988023952095809,0.0029940119760479044,0.011976047904191617,0.0,0.0029940119760479044,0.011976047904191617,0.008982035928143712,0.017964071856287425,0.011976047904191617,0.017964071856287425,0.017964071856287425,0.0029940119760479044,0.005988023952095809,0.0029940119760479044,0.020958083832335328,0.023952095808383235,0.020958083832335328,0.0029940119760479044,0.020958083832335328,0.005988023952095809,0.0,0.014970059880239521,0.0029940119760479044,0.0,0.005988023952095809,0.0,0.005988023952095809,0.011976047904191617,0.008982035928143712,0.005988023952095809,0.023952095808383235,0.0029940119760479044,0.008982035928143712,0.03293413173652695,0.020958083832335328,0.023952095808383235,0.005988023952095809,0.005988023952095809,0.0029940119760479044,0.005988023952095809,0.011976047904191617,0.005988023952095809,0.0,0.014970059880239521,0.005988023952095809,0.008982035928143712,0.020958083832335328,0.008982035928143712,0.005988023952095809,0.0,0.008982035928143712,0.0,0.005988023952095809,0.011976047904191617,0.0029940119760479044,0.0,0.04790419161676647,0.017964071856287425,0.0029940119760479044,0.041916167664670656,0.008982035928143712,0.0029940119760479044,0.008982035928143712,0.008982035928143712,0.0,0.0,0.0029940119760479044,0.005988023952095809,0.011976047904191617,0.005988023952095809,0.0,0.017964071856287425,0.008982035928143712,0.05389221556886228,0.005988023952095809,0.005988023952095809,0.008982035928143712,0.017964071856287425,0.0029940119760479044,0.017964071856287425,0.008982035928143712
Dataset\Images_train\16c18ce0affca13159e362227c83683c.jpg,4,0.0018248175182481751,0.0018248175182481751,0.005474452554744526,0.0036496350364963502,0.03467153284671533,0.0036496350364963502,0.032846715328467155,0.021897810218978103,0.014598540145985401,0.0018248175182481751,0.0036496350364963502,0.012773722627737226,0.0018248175182481751,0.0036496350364963502,0.0036496350364963502,0.010948905109489052,0.0018248175182481751,0.010948905109489052,0.009124087591240875,0.0036496350364963502,0.005474452554744526,0.0,0.014598540145985401,0.0036496350364963502,0.0,0.009124087591240875,0.020072992700729927,0.009124087591240875,0.009124087591240875,0.009124087591240875,0.01824817518248175,0.005474452554744526,0.0072992700729927005,0.0072992700729927005,0.020072992700729927,0.0072992700729927005,0.0,0.03467153284671533,0.012773722627737226,0.0,0.0,0.009124087591240875,0.032846715328467155,0.0018248175182481751,0.0036496350364963502,0.0,0.0072992700729927005,0.0018248175182481751,0.0036496350364963502,0.0364963503649635,0.009124087591240875,0.0036496350364963502,0.014598540145985401,0.0,0.009124087591240875,0.0,0.0072992700729927005,0.005474452554744526,0.009124087591240875,0.0036496350364963502,0.0018248175182481751,0.010948905109489052,0.0036496350364963502,0.0,0.05291970802919708,0.005474452554744526,0.0036496350364963502,0.005474452554744526,0.0,0.010948905109489052,0.0036496350364963502,0.005474452554744526,0.009124087591240875,0.0072992700729927005,0.012773722627737226,0.03467153284671533,0.010948905109489052,0.005474452554744526,0.0018248175182481751,0.0072992700729927005,0.0,0.03832116788321168,0.009124087591240875,0.012773722627737226,0.03832116788321168,0.009124087591240875,0.0072992700729927005,0.03467153284671533,0.0036496350364963502,0.0,0.01824817518248175,0.005474452554744526,0.029197080291970802,0.020072992700729927,0.009124087591240875,0.005474452554744526,0.009124087591240875,0.0072992700729927005,0.0036496350364963502,0.009124087591240875
Dataset\Images_train\a541b3aba326d7749b4c086c3cea9273.jpg,0,0.008393285371702638,0.009592326139088728,0.008393285371702638,0.016786570743405275,0.01079136690647482,0.027577937649880094,0.017985611510791366,0.004796163069544364,0.009592326139088728,0.02158273381294964,0.007194244604316547,0.004796163069544364,0.019184652278177457,0.009592326139088728,0.009592326139088728,0.007194244604316547,0.02038369304556355,0.019184652278177457,0.008393285371702638,0.002398081534772182,0.002398081534772182,0.0035971223021582736,0.001199040767386091,0.02158273381294964,0.03717026378896882,0.001199040767386091,0.001199040767386091,0.009592326139088728,0.013189448441247002,0.0035971223021582736,0.013189448441247002,0.009592326139088728,0.013189448441247002,0.022781774580335732,0.0,0.007194244604316547,0.004796163069544364,0.004796163069544364,0.009592326139088728,0.008393285371702638,0.039568345323741004,0.0035971223021582736,0.011990407673860911,0.017985611510791366,0.008393285371702638,0.002398081534772182,0.001199040767386091,0.002398081534772182,0.014388489208633094,0.008393285371702638,0.008393285371702638,0.01079136690647482,0.004796163069544364,0.013189448441247002,0.011990407673860911,0.002398081534772182,0.009592326139088728,0.001199040767386091,0.001199040767386091,0.008393285371702638,0.01079136690647482,0.005995203836930456,0.007194244604316547,0.016786570743405275,0.004796163069544364,0.004796163069544364,0.016786570743405275,0.013189448441247002,0.005995203836930456,0.005995203836930456,0.009592326139088728,0.005995203836930456,0.0035971223021582736,0.02877697841726619,0.009592326139088728,0.0035971223021582736,0.011990407673860911,0.011990407673860911,0.009592326139088728,0.008393285371702638,0.017985611510791366,0.005995203836930456,0.002398081534772182,0.007194244604316547,0.0035971223021582736,0.002398081534772182,0.007194244604316547,0.0,0.009592326139088728,0.023980815347721823,0.0,0.014388489208633094,0.002398081534772182,0.01079136690647482,0.011990407673860911,0.03477218225419664,0.02038369304556355,0.0035971223021582736,0.008393285371702638,0.0035971223021582736
Dataset\Images_train\c705a5735a94aeee547d1798e3e46ec4.jpg,6,0.005037783375314861,0.012594458438287154,0.0025188916876574307,0.017632241813602016,0.005037783375314861,0.0025188916876574307,0.0025188916876574307,0.0,0.007556675062972292,0.0025188916876574307,0.0,0.012594458438287154,0.012594458438287154,0.012594458438287154,0.015113350125944584,0.010075566750629723,0.007556675062972292,0.0,0.007556675062972292,0.017632241813602016,0.005037783375314861,0.005037783375314861,0.0,0.0025188916876574307,0.02518891687657431,0.0025188916876574307,0.03526448362720403,0.020151133501259445,0.0,0.020151133501259445,0.020151133501259445,0.010075566750629723,0.0,0.005037783375314861,0.0025188916876574307,0.015113350125944584,0.0025188916876574307,0.020151133501259445,0.005037783375314861,0.030226700251889168,0.012594458438287154,0.007556675062972292,0.0,0.0025188916876574307,0.005037783375314861,0.0025188916876574307,0.0,0.007556675062972292,0.0025188916876574307,0.005037783375314861,0.010075566750629723,0.010075566750629723,0.030226700251889168,0.005037783375314861,0.015113350125944584,0.007556675062972292,0.0025188916876574307,0.005037783375314861,0.0982367758186398,0.010075566750629723,0.005037783375314861,0.010075566750629723,0.010075566750629723,0.005037783375314861,0.017632241813602016,0.010075566750629723,0.0025188916876574307,0.010075566750629723,0.0025188916876574307,0.007556675062972292,0.0327455919395466,0.007556675062972292,0.027707808564231738,0.0025188916876574307,0.0025188916876574307,0.010075566750629723,0.007556675062972292,0.0025188916876574307,0.0,0.022670025188916875,0.012594458438287154,0.010075566750629723,0.0,0.0,0.017632241813602016,0.005037783375314861,0.037783375314861464,0.007556675062972292,0.007556675062972292,0.010075566750629723,0.017632241813602016,0.0,0.005037783375314861,0.007556675062972292,0.007556675062972292,0.005037783375314861,0.017632241813602016,0.005037783375314861,0.005037783375314861,0.005037783375314861
Dataset\Images_train\762b6b22cccf91935e92446efe298fe3.jpg,0,0.014925373134328358,0.007462686567164179,0.007462686567164179,0.004975124378109453,0.014925373134328358,0.004975124378109453,0.017412935323383085,0.004975124378109453,0.0,0.0024875621890547263,0.0,0.0,0.012437810945273632,0.004975124378109453,0.017412935323383085,0.0024875621890547263,0.05970149253731343,0.0472636815920398,0.004975124378109453,0.009950248756218905,0.0024875621890547263,0.007462686567164179,0.0024875621890547263,0.0472636815920398,0.0,0.0,0.0,0.014925373134328358,0.012437810945273632,0.0024875621890547263,0.0024875621890547263,0.004975124378109453,0.017412935323383085,0.024875621890547265,0.004975124378109453,0.014925373134328358,0.009950248756218905,0.004975124378109453,0.0024875621890547263,0.0024875621890547263,0.0024875621890547263,0.017412935323383085,0.0,0.0024875621890547263,0.0024875621890547263,0.007462686567164179,0.0024875621890547263,0.004975124378109453,0.009950248756218905,0.0024875621890547263,0.0,0.0024875621890547263,0.0,0.007462686567164179,0.029850746268656716,0.009950248756218905,0.004975124378109453,0.0,0.0,0.0024875621890547263,0.0,0.0,0.012437810945273632,0.014925373134328358,0.0024875621890547263,0.0024875621890547263,0.0024875621890547263,0.004975124378109453,0.004975124378109453,0.014925373134328358,0.0,0.01990049751243781,0.0024875621890547263,0.0845771144278607,0.014925373134328358,0.017412935323383085,0.0024875621890547263,0.0024875621890547263,0.0024875621890547263,0.04228855721393035,0.01990049751243781,0.007462686567164179,0.009950248756218905,0.004975124378109453,0.004975124378109453,0.0,0.0472636815920398,0.0024875621890547263,0.0,0.0,0.004975124378109453,0.01990049751243781,0.0472636815920398,0.009950248756218905,0.009950248756218905,0.007462686567164179,0.012437810945273632,0.007462686567164179,0.0024875621890547263,0.004975124378109453
Dataset\Images_train\3adb36e4275733d0d113d9039e6814ea.jpg,1,0.0031847133757961785,0.012738853503184714,0.04777070063694268,0.0,0.0031847133757961785,0.028662420382165606,0.009554140127388535,0.006369426751592357,0.03184713375796178,0.025477707006369428,0.01592356687898089,0.0031847133757961785,0.0,0.012738853503184714,0.0031847133757961785,0.0,0.006369426751592357,0.0,0.0,0.006369426751592357,0.0,0.009554140127388535,0.0031847133757961785,0.0,0.009554140127388535,0.012738853503184714,0.006369426751592357,0.012738853503184714,0.0031847133757961785,0.009554140127388535,0.022292993630573247,0.0031847133757961785,0.0031847133757961785,0.025477707006369428,0.006369426751592357,0.006369426751592357,0.006369426751592357,0.0,0.0031847133757961785,0.0,0.0,0.006369426751592357,0.006369426751592357,0.022292993630573247,0.03184713375796178,0.05732484076433121,0.054140127388535034,0.0031847133757961785,0.0031847133757961785,0.009554140127388535,0.0031847133757961785,0.009554140127388535,0.009554140127388535,0.0,0.006369426751592357,0.009554140127388535,0.01592356687898089,0.041401273885350316,0.0,0.0031847133757961785,0.03503184713375796,0.0,0.0,0.0031847133757961785,0.0031847133757961785,0.0,0.0031847133757961785,0.0031847133757961785,0.03184713375796178,0.009554140127388535,0.0031847133757961785,0.01910828025477707,0.006369426751592357,0.0,0.006369426751592357,0.0,0.0,0.01592356687898089,0.0031847133757961785,0.012738853503184714,0.006369426751592357,0.0031847133757961785,0.0,0.012738853503184714,0.006369426751592357,0.006369426751592357,0.0031847133757961785,0.0,0.025477707006369428,0.0,0.0,0.0,0.044585987261146494,0.0031847133757961785,0.0031847133757961785,0.012738853503184714,0.03184713375796178,0.009554140127388535,0.0031847133757961785,0.01910828025477707
